 Sex, Local Health Districts, year, Drinking frequency, Number of Respondents, Actual estimate (Per cent), LL 95% CI, UL 95% CI
 Persons, Murrumbidgee LHD, 2010-2011, Less than weekly,"1,402",25.4,22.1,28.7
 Persons, Murrumbidgee LHD, 2010-2011, Weekly,"1,402",36.1,32.7,39.5
 Persons, Murrumbidgee LHD, 2010-2011, Daily,"1,402",11,9.1,12.9
 Persons, Murrumbidgee LHD, 2011-2012, Never,"1,632",28.2,24.9,31.6
 Persons, Murrumbidgee LHD, 2011-2012, Less than weekly,"1,632",24.5,21.2,27.9
 Persons, Murrumbidgee LHD, 2011-2012, Weekly,"1,632",36.2,32.3,40.1
 Persons, Murrumbidgee LHD, 2011-2012, Daily,"1,632",11,8.7,13.3
 Persons, Murrumbidgee LHD, 2012-2013, Never,"1,581",26.6,23.2,29.9
 Persons, Murrumbidgee LHD, 2012-2013, Less than weekly,"1,581",25.9,22,29.9
 Persons, Murrumbidgee LHD, 2012-2013, Weekly,"1,581",35.9,31.6,40.3
 Persons, Murrumbidgee LHD, 2012-2013, Daily,"1,581",11.6,8.5,14.7
 Persons, Murrumbidgee LHD, 2013-2014, Never,"1,525",32.2,28.1,36.3
 Persons, Murrumbidgee LHD, 2013-2014, Less than weekly,"1,525",25.3,21.1,29.5
 Persons, Murrumbidgee LHD, 2013-2014, Weekly,"1,525",31.1,26.8,35.3
 Persons, Murrumbidgee LHD, 2013-2014, Daily,"1,525",11.4,8.4,14.5
 Persons, Murrumbidgee LHD, 2014-2015, Never,"1,601",35.1,30.7,39.4
 Persons, Murrumbidgee LHD, 2014-2015, Less than weekly,"1,601",21.1,17.6,24.7
 Persons, Murrumbidgee LHD, 2014-2015, Weekly,"1,601",32.9,28.6,37.1
 Persons, Murrumbidgee LHD, 2014-2015, Daily,"1,601",10.9,8.3,13.6
 Persons, Murrumbidgee LHD, 2015-2016, Never,"1,718",32.9,28,37.8
 Persons, Murrumbidgee LHD, 2015-2016, Less than weekly,"1,718",21.7,18,25.5
 Persons, Murrumbidgee LHD, 2015-2016, Weekly,"1,718",35.3,30.6,40
 Persons, Murrumbidgee LHD, 2015-2016, Daily,"1,718",10,6.9,13
 Persons, Murrumbidgee LHD, 2016-2017, Never,"1,738",30.6,25.1,36.1
 Persons, Murrumbidgee LHD, 2016-2017, Less than weekly,"1,738",23,18.5,27.4
 Persons, Murrumbidgee LHD, 2016-2017, Weekly,"1,738",36.7,31.6,41.8
 Persons, Murrumbidgee LHD, 2016-2017, Daily,"1,738",9.7,6.7,12.8
 Persons, Western NSW LHD, 2002-2003, Never,"3,287",25.5,23.8,27.2
 Persons, Western NSW LHD, 2002-2003, Less than weekly,"3,287",27.4,25.5,29.2
 Persons, Western NSW LHD, 2002-2003, Weekly,"3,287",35.1,33.1,37
 Persons, Western NSW LHD, 2002-2003, Daily,"3,287",12,10.8,13.3
 Persons, Western NSW LHD, 2003-2004, Never,"2,979",25.2,23.5,27
 Persons, Western NSW LHD, 2003-2004, Less than weekly,"2,979",27.1,25.2,29
 Persons, Western NSW LHD, 2003-2004, Weekly,"2,979",33.6,31.6,35.6
 Persons, Western NSW LHD, 2003-2004, Daily,"2,979",14.1,12.6,15.6
 Persons, Western NSW LHD, 2004-2005, Never,"2,570",28.3,26.4,30.2
 Persons, Western NSW LHD, 2004-2005, Less than weekly,"2,570",25.9,23.8,27.9
 Persons, Western NSW LHD, 2004-2005, Weekly,"2,570",32.4,30.3,34.5
 Persons, Western NSW LHD, 2004-2005, Daily,"2,570",13.5,12,15
 Persons, Western NSW LHD, 2005-2006, Never,"2,125",29.7,27.4,31.9
 Persons, Western NSW LHD, 2005-2006, Less than weekly,"2,125",24.4,22.1,26.7
 Persons, Western NSW LHD, 2005-2006, Weekly,"2,125",33.1,30.6,35.7
 Persons, Western NSW LHD, 2005-2006, Daily,"2,125",12.8,11.2,14.4
 Persons, Western NSW LHD, 2006-2007, Never,"1,567",27.9,25.4,30.4
 Persons, Western NSW LHD, 2006-2007, Less than weekly,"1,567",25.6,22.8,28.3
 Persons, Western NSW LHD, 2006-2007, Weekly,"1,567",34.6,31.6,37.7
 Persons, Western NSW LHD, 2006-2007, Daily,"1,567",11.9,10.1,13.7
 Persons, Western NSW LHD, 2007-2008, Never,"1,634",29.9,27.3,32.5
 Persons, Western NSW LHD, 2007-2008, Less than weekly,"1,634",26.8,24.1,29.5
 Persons, Western NSW LHD, 2007-2008, Weekly,"1,634",33.2,30.3,36.1
 Persons, Western NSW LHD, 2007-2008, Daily,"1,634",10.1,8.5,11.8
 Persons, Western NSW LHD, 2008-2009, Never,"2,027",30.1,27.8,32.5
 Persons, Western NSW LHD, 2008-2009, Less than weekly,"2,027",23.7,21.4,26.1
 Persons, Western NSW LHD, 2008-2009, Weekly,"2,027",34.3,31.7,36.9
 Persons, Western NSW LHD, 2008-2009, Daily,"2,027",11.8,10.2,13.5
 Persons, Western NSW LHD, 2009-2010, Never,"2,200",29.9,27.6,32.2
 Persons, Western NSW LHD, 2009-2010, Less than weekly,"2,200",23.6,21.3,25.9
 Persons, Western NSW LHD, 2009-2010, Weekly,"2,200",34.9,32.4,37.5
 Persons, Western NSW LHD, 2009-2010, Daily,"2,200",11.6,10,13.2
 Persons, Western NSW LHD, 2010-2011, Never,"1,825",29.2,26.3,32
 Persons, Western NSW LHD, 2010-2011, Less than weekly,"1,825",26.3,23.2,29.4
 Persons, Western NSW LHD, 2010-2011, Weekly,"1,825",34.4,31,37.9
 Persons, Western NSW LHD, 2010-2011, Daily,"1,825",10.1,8.6,11.6
 Persons, Western NSW LHD, 2011-2012, Never,"1,609",28.4,25.1,31.6
 Persons, Western NSW LHD, 2011-2012, Less than weekly,"1,609",30,26.3,33.8
 Persons, Western NSW LHD, 2011-2012, Weekly,"1,609",32.5,28.7,36.4
 Persons, Western NSW LHD, 2011-2012, Daily,"1,609",9.1,7.3,10.9
 Persons, Western NSW LHD, 2012-2013, Never,"1,643",28.9,25.5,32.3
 Persons, Western NSW LHD, 2012-2013, Less than weekly,"1,643",30.3,26.6,34
 Persons, Western NSW LHD, 2012-2013, Weekly,"1,643",32.5,28.8,36.3
 Persons, Western NSW LHD, 2012-2013, Daily,"1,643",8.3,6.4,10.2
 Persons, Western NSW LHD, 2013-2014, Never,"1,499",30.3,26.6,34
 Persons, Western NSW LHD, 2013-2014, Less than weekly,"1,499",28.2,24.1,32.3
 Persons, Western NSW LHD, 2013-2014, Weekly,"1,499",33.1,29,37.2
 Persons, Western NSW LHD, 2013-2014, Daily,"1,499",8.4,6.5,10.3
 Persons, Western NSW LHD, 2014-2015, Never,"1,541",29.6,25.5,33.6
 Persons, Western NSW LHD, 2014-2015, Less than weekly,"1,541",29.7,25.5,34
 Persons, Western NSW LHD, 2014-2015, Weekly,"1,541",31.6,27.5,35.6
 Persons, Western NSW LHD, 2014-2015, Daily,"1,541",9.2,7.1,11.2
 Persons, Western NSW LHD, 2015-2016, Never,"1,690",25.4,21.3,29.5
 Persons, Western NSW LHD, 2015-2016, Less than weekly,"1,690",29.6,25.2,33.9
 Persons, Western NSW LHD, 2015-2016, Weekly,"1,690",34.6,30,39.2
 Persons, Western NSW LHD, 2015-2016, Daily,"1,690",10.5,7.8,13.1
 Persons, Western NSW LHD, 2016-2017, Never,"1,752",24.6,20.8,28.4
 Persons, Western NSW LHD, 2016-2017, Less than weekly,"1,752",28.5,24,33.1
 Persons, Western NSW LHD, 2016-2017, Weekly,"1,752",35.1,30.5,39.8
 Persons, Western NSW LHD, 2016-2017, Daily,"1,752",11.8,8.7,14.8
 Persons, Far West LHD, 2002-2003, Never,"1,116",27.2,24.3,30.1
 Persons, Far West LHD, 2002-2003, Less than weekly,"1,116",27.5,24.2,30.7
 Persons, Far West LHD, 2002-2003, Weekly,"1,116",33.3,30,36.5
 Persons, Far West LHD, 2002-2003, Daily,"1,116",12,9.9,14.2
 Persons, Far West LHD, 2003-2004, Never,"1,042",27.5,24.6,30.4
 Persons, Far West LHD, 2003-2004, Less than weekly,"1,042",26.2,23,29.4
 Persons, Far West LHD, 2003-2004, Weekly,"1,042",34.3,30.9,37.7
 Persons, Far West LHD, 2003-2004, Daily,"1,042",12,9.8,14.3
 Persons, Far West LHD, 2004-2005, Never,636,34.4,29.5,39.3
 Persons, Far West LHD, 2004-2005, Less than weekly,636,22.6,17.9,27.3
 Persons, Far West LHD, 2004-2005, Weekly,636,30.8,25.8,35.8
 Persons, Far West LHD, 2004-2005, Daily,636,12.2,8.5,16
 Persons, Far West LHD, 2005-2006, Never,314,37,30.4,43.6
 Persons, Far West LHD, 2005-2006, Less than weekly,314,21.2,14.3,28.1
 Persons, Far West LHD, 2005-2006, Weekly,314,28.3,21.8,34.7
 Persons, Far West LHD, 2005-2006, Daily,314,13.5,8.1,18.9
 Persons, Far West LHD, 2006-2007, Never,207,33.7,26.2,41.2
 Persons, Far West LHD, 2006-2007, Less than weekly,207,22.1,13.9,30.3
 Persons, Far West LHD, 2006-2007, Weekly,207,34.1,26,42.2
 Persons, Far West LHD, 2006-2007, Daily,207,10.1,4.1,16.1
 Persons, Far West LHD, 2007-2008, Never,174,30.2,22.9,37.6
 Persons, Far West LHD, 2007-2008, Less than weekly,174,26.3,17.6,35.1
 Persons, Far West LHD, 2007-2008, Weekly,174,32.4,23.9,40.9
 Persons, Far West LHD, 2007-2008, Daily,174,11,3.7,18.3
 Persons, Far West LHD, 2008-2009, Never,237,30.8,24,37.7
 Persons, Far West LHD, 2008-2009, Less than weekly,237,27,18.9,35
 Persons, Far West LHD, 2008-2009, Weekly,237,31.6,23.8,39.4
 Persons, Far West LHD, 2008-2009, Daily,237,10.6,4.8,16.5
 Persons, Far West LHD, 2009-2010, Never,242,31.5,24.2,38.8
 Persons, Far West LHD, 2009-2010, Less than weekly,242,23,15.2,30.8
 Persons, Far West LHD, 2009-2010, Weekly,242,36.1,27.7,44.6
 Persons, Far West LHD, 2009-2010, Daily,242,9.4,4.9,13.8
 Persons, Far West LHD, 2010-2011, Never,940,32.6,26.9,38.4
 Persons, Far West LHD, 2010-2011, Less than weekly,940,24.6,18.8,30.3
 Persons, Far West LHD, 2010-2011, Weekly,940,32.4,25.9,38.9
 Persons, Far West LHD, 2010-2011, Daily,940,10.4,6.6,14.2
 Persons, Far West LHD, 2011-2012, Never,"1,548",30.9,27.5,34.3
 Persons, Far West LHD, 2011-2012, Less than weekly,"1,548",27.9,24.2,31.6
 Persons, Far West LHD, 2011-2012, Weekly,"1,548",32.3,28.1,36.6
 Persons, Far West LHD, 2011-2012, Daily,"1,548",8.9,6.8,11
 Persons, Far West LHD, 2012-2013, Never,"1,211",32.1,27.1,37.1
 Persons, Far West LHD, 2012-2013, Less than weekly,"1,211",26.1,21.7,30.4
 Persons, Far West LHD, 2012-2013, Weekly,"1,211",32.2,26.8,37.6
 Persons, Far West LHD, 2012-2013, Daily,"1,211",9.7,7.1,12.3
 Persons, Far West LHD, 2013-2014, Never,"1,183",39.2,33.2,45.2
 Persons, Far West LHD, 2013-2014, Less than weekly,"1,183",22.3,17.9,26.7
 Persons, Far West LHD, 2013-2014, Weekly,"1,183",29.2,23.6,34.7
 Persons, Far West LHD, 2013-2014, Daily,"1,183",9.3,6.9,11.7
 Persons, Far West LHD, 2014-2015, Never,"1,553",38,32.6,43.4
 Persons, Far West LHD, 2014-2015, Less than weekly,"1,553",25.2,20.7,29.7
 Persons, Far West LHD, 2014-2015, Weekly,"1,553",29.7,25,34.4
 Persons, Far West LHD, 2014-2015, Daily,"1,553",7.1,5.2,9
 Persons, Far West LHD, 2015-2016, Never,"1,730",30.6,25.8,35.3
 Persons, Far West LHD, 2015-2016, Less than weekly,"1,730",30.4,25.1,35.8
 Persons, Far West LHD, 2015-2016, Weekly,"1,730",32.1,26.5,37.6
 Persons, Far West LHD, 2015-2016, Daily,"1,730",6.9,5,8.8
 Persons, Far West LHD, 2016-2017, Never,"1,729",26.2,22,30.3
 Persons, Far West LHD, 2016-2017, Less than weekly,"1,729",32.1,26.1,38.1
 Persons, Far West LHD, 2016-2017, Weekly,"1,729",33.4,27.5,39.2
 Persons, Far West LHD, 2016-2017, Daily,"1,729",8.4,6,10.7
 Persons," Albury Wodonga Health Authority, NSW Part", 2002-2003, Never,261,14.9,10.3,19.5
 Persons," Albury Wodonga Health Authority, NSW Part", 2002-2003, Less than weekly,261,28.1,21.3,34.9
 Persons," Albury Wodonga Health Authority, NSW Part", 2002-2003, Weekly,261,45.3,37.9,52.7
 Persons," Albury Wodonga Health Authority, NSW Part", 2002-2003, Daily,261,11.7,7.2,16.2
 Persons," Albury Wodonga Health Authority, NSW Part", 2003-2004, Never,209,18.9,13,24.8
 Persons," Albury Wodonga Health Authority, NSW Part", 2003-2004, Less than weekly,209,27.2,19.2,35.2
 Persons," Albury Wodonga Health Authority, NSW Part", 2003-2004, Weekly,209,39.2,31.3,47
 Persons," Albury Wodonga Health Authority, NSW Part", 2003-2004, Daily,209,14.7,9.3,20.1
 Persons," Albury Wodonga Health Authority, NSW Part", 2004-2005, Never,228,23.9,17.5,30.3
 Persons," Albury Wodonga Health Authority, NSW Part", 2004-2005, Less than weekly,228,27,19.1,35
 Persons," Albury Wodonga Health Authority, NSW Part", 2004-2005, Weekly,228,39,30.9,47
 Persons," Albury Wodonga Health Authority, NSW Part", 2004-2005, Daily,228,10.1,5.7,14.5
 Persons," Albury Wodonga Health Authority, NSW Part", 2005-2006, Never,256,24.6,17.9,31.4
 Persons," Albury Wodonga Health Authority, NSW Part", 2005-2006, Less than weekly,256,24.7,18,31.4
 Persons," Albury Wodonga Health Authority, NSW Part", 2005-2006, Weekly,256,42.7,34.3,51.1
 Persons," Albury Wodonga Health Authority, NSW Part", 2005-2006, Daily,256,7.9,4.3,11.6
 Persons," Albury Wodonga Health Authority, NSW Part", 2006-2007, Never,203,22.4,14.8,30
 Persons," Albury Wodonga Health Authority, NSW Part", 2006-2007, Less than weekly,203,22.1,14.6,29.5
 Persons," Albury Wodonga Health Authority, NSW Part", 2006-2007, Weekly,203,46.7,36.9,56.5
 Persons," Albury Wodonga Health Authority, NSW Part", 2006-2007, Daily,203,8.8,4.3,13.4
 Persons," Albury Wodonga Health Authority, NSW Part", 2007-2008, Never,190,22.8,16,29.5
 Persons," Albury Wodonga Health Authority, NSW Part", 2007-2008, Less than weekly,190,30.5,21.3,39.7
 Persons," Albury Wodonga Health Authority, NSW Part", 2007-2008, Weekly,190,37,28,46
 Persons," Albury Wodonga Health Authority, NSW Part", 2007-2008, Daily,190,9.7,5.3,14.2
 Persons," Albury Wodonga Health Authority, NSW Part", 2008-2009, Never,237,26,19.5,32.6
 Persons," Albury Wodonga Health Authority, NSW Part", 2008-2009, Less than weekly,237,29.6,21.6,37.5
 Persons," Albury Wodonga Health Authority, NSW Part", 2008-2009, Weekly,237,34.2,26.4,42
 Persons," Albury Wodonga Health Authority, NSW Part", 2008-2009, Daily,237,10.2,6.3,14
 Persons," Albury Wodonga Health Authority, NSW Part", 2009-2010, Never,255,25,18.7,31.3
 Persons," Albury Wodonga Health Authority, NSW Part", 2009-2010, Less than weekly,255,28.2,20.3,36.1
 Persons," Albury Wodonga Health Authority, NSW Part", 2009-2010, Weekly,255,37.5,29.2,45.7
 Persons," Albury Wodonga Health Authority, NSW Part", 2009-2010, Daily,255,9.3,5.3,13.3
 Persons," Albury Wodonga Health Authority, NSW Part", 2010-2011, Never,388,25.1,18.8,31.4
 Persons," Albury Wodonga Health Authority, NSW Part", 2010-2011, Less than weekly,388,31,23.4,38.6
 Persons," Albury Wodonga Health Authority, NSW Part", 2010-2011, Weekly,388,34.8,27.6,42.1
 Persons," Albury Wodonga Health Authority, NSW Part", 2010-2011, Daily,388,9.1,5.5,12.7
 Persons," Albury Wodonga Health Authority, NSW Part", 2011-2012, Never,471,19.6,11.4,27.7
 Persons," Albury Wodonga Health Authority, NSW Part", 2011-2012, Less than weekly,471,34.5,22.3,46.6
 Persons," Albury Wodonga Health Authority, NSW Part", 2011-2012, Weekly,471,40.6,25.7,55.6
 Persons," Albury Wodonga Health Authority, NSW Part", 2011-2012, Daily,471,5.3,3,7.7
 Persons," Albury Wodonga Health Authority, NSW Part", 2012-2013, Never,420,18.6,10.8,26.3
 Persons," Albury Wodonga Health Authority, NSW Part", 2012-2013, Less than weekly,420,34.1,21.7,46.5
 Persons," Albury Wodonga Health Authority, NSW Part", 2012-2013, Weekly,420,40.7,25.8,55.7
 Persons," Albury Wodonga Health Authority, NSW Part", 2012-2013, Daily,420,6.6,3.3,9.8
 Persons," Albury Wodonga Health Authority, NSW Part", 2013-2014, Never,477,26,19.5,32.6
 Persons," Albury Wodonga Health Authority, NSW Part", 2013-2014, Less than weekly,477,29.1,21.3,37
 Persons," Albury Wodonga Health Authority, NSW Part", 2013-2014, Weekly,477,35,27.7,42.4
 Persons," Albury Wodonga Health Authority, NSW Part", 2013-2014, Daily,477,9.8,6.2,13.4
 Persons," Albury Wodonga Health Authority, NSW Part", 2014-2015, Never,508,21.1,15.2,27
 Persons," Albury Wodonga Health Authority, NSW Part", 2014-2015, Less than weekly,508,25.8,18.9,32.7
 Persons," Albury Wodonga Health Authority, NSW Part", 2014-2015, Weekly,508,44.1,36.1,52.2
 Persons," Albury Wodonga Health Authority, NSW Part", 2014-2015, Daily,508,8.9,3,14.9
 Persons," Albury Wodonga Health Authority, NSW Part", 2015-2016, Never,505,20.4,13.6,27.2
 Persons," Albury Wodonga Health Authority, NSW Part", 2015-2016, Less than weekly,505,32,22.4,41.6
 Persons," Albury Wodonga Health Authority, NSW Part", 2015-2016, Weekly,505,38.6,29.7,47.5
 Persons," Albury Wodonga Health Authority, NSW Part", 2015-2016, Daily,505,9,2.6,15.4
 Persons," Albury Wodonga Health Authority, NSW Part", 2016-2017, Never,512,27.8,18.5,37.2
 Persons," Albury Wodonga Health Authority, NSW Part", 2016-2017, Less than weekly,512,33.8,23.7,44
 Persons," Albury Wodonga Health Authority, NSW Part", 2016-2017, Weekly,512,30.5,22.2,38.8
 Persons," Albury Wodonga Health Authority, NSW Part", 2016-2017, Daily,512,7.8,4,11.6
 Persons, All LHDs, 2002-2003, Never,"25,578",24.7,24,25.4
 Persons, All LHDs, 2002-2003, Less than weekly,"25,578",25.8,25.1,26.5
 Persons, All LHDs, 2002-2003, Weekly,"25,578",38.4,37.6,39.2
 Persons, All LHDs, 2002-2003, Daily,"25,578",11.1,10.6,11.6
 Persons, All LHDs, 2003-2004, Never,"22,752",25.9,25.1,26.6
 Persons, All LHDs, 2003-2004, Less than weekly,"22,752",25.3,24.5,26.1
 Persons, All LHDs, 2003-2004, Weekly,"22,752",37.3,36.5,38.2
 Persons, All LHDs, 2003-2004, Daily,"22,752",11.5,11,12.1
 Persons, All LHDs, 2004-2005, Never,"21,228",29.2,28.4,30
 Persons, All LHDs, 2004-2005, Less than weekly,"21,228",23.8,23,24.6
 Persons, All LHDs, 2004-2005, Weekly,"21,228",36.4,35.5,37.3
 Persons, All LHDs, 2004-2005, Daily,"21,228",10.7,10.1,11.2
 Persons, All LHDs, 2005-2006, Never,"19,409",30.8,30,31.7
 Persons, All LHDs, 2005-2006, Less than weekly,"19,409",22.8,22,23.6
 Persons, All LHDs, 2005-2006, Weekly,"19,409",36.1,35.2,37
 Persons, All LHDs, 2005-2006, Daily,"19,409",10.3,9.8,10.8
 Persons, All LHDs, 2006-2007, Never,"15,359",30.9,30,31.9
 Persons, All LHDs, 2006-2007, Less than weekly,"15,359",23.5,22.6,24.4
 Persons, All LHDs, 2006-2007, Weekly,"15,359",35.8,34.7,36.8
 Persons, All LHDs, 2006-2007, Daily,"15,359",9.8,9.3,10.4
 Persons, All LHDs, 2007-2008, Never,"15,931",31,30.1,31.9
 Persons, All LHDs, 2007-2008, Less than weekly,"15,931",23.2,22.3,24.1
 Persons, All LHDs, 2007-2008, Weekly,"15,931",36.2,35.2,37.2
 Persons, All LHDs, 2007-2008, Daily,"15,931",9.6,9.1,10.2
 Persons, All LHDs, 2008-2009, Never,"19,197",30.8,29.9,31.7
 Persons, All LHDs, 2008-2009, Less than weekly,"19,197",23,22.2,23.8
 Persons, All LHDs, 2008-2009, Weekly,"19,197",36.2,35.3,37.1
 Persons, All LHDs, 2008-2009, Daily,"19,197",10,9.5,10.5
 Persons, All LHDs, 2009-2010, Never,"20,894",31.6,30.7,32.4
 Persons, All LHDs, 2009-2010, Less than weekly,"20,894",23.8,23,24.7
 Persons, All LHDs, 2009-2010, Weekly,"20,894",35,34.1,35.9
 Persons, All LHDs, 2009-2010, Daily,"20,894",9.6,9.1,10.1
 Persons, All LHDs, 2010-2011, Never,"23,224",30.5,29.6,31.5
 Persons, All LHDs, 2010-2011, Less than weekly,"23,224",25.2,24.2,26.1
 Persons, All LHDs, 2010-2011, Weekly,"23,224",34.8,33.8,35.7
 Persons, All LHDs, 2010-2011, Daily,"23,224",9.6,9.1,10
 Persons, All LHDs, 2011-2012, Never,"26,182",30.1,29,31.2
 Persons, All LHDs, 2011-2012, Less than weekly,"26,182",26.6,25.5,27.7
 Persons, All LHDs, 2011-2012, Weekly,"26,182",34.2,33.1,35.3
 Persons, All LHDs, 2011-2012, Daily,"26,182",9.1,8.5,9.7
 Persons, All LHDs, 2012-2013, Never,"26,146",31.6,30.6,32.7
 Persons, All LHDs, 2012-2013, Less than weekly,"26,146",26.8,25.8,27.9
 Persons, All LHDs, 2012-2013, Weekly,"26,146",33.5,32.4,34.5
 Persons, All LHDs, 2012-2013, Daily,"26,146",8,7.4,8.6
 Persons, All LHDs, 2013-2014, Never,"25,627",33.4,32.5,34.2
 Persons, All LHDs, 2013-2014, Less than weekly,"25,627",26.1,25.2,26.9
 Persons, All LHDs, 2013-2014, Weekly,"25,627",33.1,32.2,34
 Persons, All LHDs, 2013-2014, Daily,"25,627",7.5,7,7.9
 Persons, All LHDs, 2014-2015, Never,"25,959",33.6,32.5,34.7
 Persons, All LHDs, 2014-2015, Less than weekly,"25,959",25.3,24.3,26.3
 Persons, All LHDs, 2014-2015, Weekly,"25,959",33.7,32.6,34.8
 Persons, All LHDs, 2014-2015, Daily,"25,959",7.4,6.7,8.2
 Persons, All LHDs, 2015-2016, Never,"26,782",31.7,30.6,32.8
 Persons, All LHDs, 2015-2016, Less than weekly,"26,782",25.4,24.4,26.3
 Persons, All LHDs, 2015-2016, Weekly,"26,782",35.5,34.4,36.6
 Persons, All LHDs, 2015-2016, Daily,"26,782",7.5,6.7,8.2
 Persons, All LHDs, 2016-2017, Never,"26,695",28.7,27.8,29.6
 Persons, All LHDs, 2016-2017, Less than weekly,"26,695",26.7,25.8,27.5
 Persons, All LHDs, 2016-2017, Weekly,"26,695",37.1,36.1,38
 Persons, All LHDs, 2016-2017, Daily,"26,695",7.6,7.1,8.1
,,,,,,,
Copyright notice:,,,,,,,
"This work is copyright NSW Ministry of Health, 2015. It may be reproduced in whole or in part,",,,,,,,
subject to the inclusion of an acknowledgement of the source. Commercial usage or sale is prohibited.,,,,,,,
,,,,,,,
Suggested citation:,,,,,,,
Centre for Epidemiology and Evidence. Health Statistics New South Wales. Sydney: NSW Ministry of Health. Available at: www.healthstats.nsw.gov.au. Accessed (insert date of access).,,,,,,,
,,,,,,,
Produced By:,,,,,,,
"Centre for Epidemiology and Evidence (http://www.health.nsw.gov.au/epidemiology/Pages/default.aspx), Population Health Division, NSW Ministry of Health (http://www.health.nsw.gov.au/).",,,,,,,
,,,,,,,
Note:,,,,,,,
"To assist monitoring long-term risk of harm, as defined by Guideline 1 of the 2009 National Health and Medical Research Council Guidelines, this indicator provides information on the proportion of adults who consume alcohol daily, weekly or less than weekly (see Methods tab for further information).",,,,,,,
,,,,,,,
Adults are defined as persons aged 16 years and over in NSW Population Health Survey.  Actual estimates are shown in the graph and table. The indicator shows self-reported data collected through Computer Assisted Telephone Interviewing (CATI). Estimates were weighted to adjust for differences in the probability of selection among respondents and were benchmarked to the estimated residential population using the latest available Australian Bureau of Statistics mid-year population estimates. Adults are defined as persons aged 16 years and over in the NSW Population Health Survey.,,,,,,,
,,,,,,,
"In order to address diminishing coverage of the population by landline telephone numbers (&lt;85% since 2010), a mobile phone number sampling frame was introduced into the 2012 survey. ",,,,,,,
,,,,,,,
,,,,,,,
Source:,,,,,,,
"NSW Population Health Survey (SAPHaRI). Centre for Epidemiology and Evidence, NSW Ministry of Health.",,,,,,,
,,,,,,,
File Created:,,,,,,,
22/04/2019,,,,,,,
